City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,contamana,-7.3333,-75.0167,30.47,52,80,2.87,PE,1674579168
285,la ronge,55.1001,-105.2842,-13.86,78,100,1.54,CA,1674578774
286,coihaique,-45.5752,-72.0662,14.34,44,40,4.63,CL,1674579169
287,bac lieu,9.285,105.7244,25.47,73,100,10.03,VN,1674579169
288,cayenne,4.9333,-52.3333,28.02,65,100,5.14,GF,1674579170
289,nizwa,22.9333,57.5333,15.27,65,89,2.57,OM,1674579171
290,mahebourg,-20.4081,57.7,24.16,88,75,1.54,MU,1674578858
291,selenduma,50.9131,106.2406,-32.73,95,77,0.96,RU,1674579171
292,banjar,-8.19,114.9675,25.18,89,100,1.49,ID,1674579172
293,emba,48.8264,58.1442,-16.24,96,9,2.47,KZ,1674579172
294,ngunguru,-35.6167,174.5,19.5,67,88,6.79,NZ,1674578995
295,lompoc,34.6391,-120.4579,12.55,72,0,4.12,US,1674579173
296,savannah bight,16.45,-85.85,25.51,80,13,7.15,HN,1674579174
297,nantucket,41.2835,-70.0995,5.08,65,100,9.26,US,1674578863
298,aksu,41.1231,80.2644,-15.67,89,13,2.33,CN,1674579174
299,hualmay,-11.0964,-77.6139,24.34,70,90,4.34,PE,1674578763
300,ouadda,8.0777,22.4007,27.38,16,45,2.12,CF,1674579175
301,road town,18.4167,-64.6167,29.05,65,40,5.14,VG,1674578776
302,shimanovsk,52.0,127.7,-35.83,100,52,0.39,RU,1674579176
303,pacific grove,36.6177,-121.9166,9.68,70,0,3.58,US,1674578823
304,lakes entrance,-37.8811,147.981,16.51,82,87,1.85,AU,1674579176
305,jacmel,18.2342,-72.5347,28.01,47,7,2.93,HT,1674579177
306,port-gentil,-0.7193,8.7815,28.98,79,40,4.63,GA,1674579177
307,alice springs,-23.7,133.8833,31.23,40,43,1.34,AU,1674579178
308,pangody,65.85,74.4859,-15.34,95,100,7.61,RU,1674579179
309,kansanshi,-12.0951,26.4273,16.86,96,90,2.34,ZM,1674579179
310,trinidad,-14.8333,-64.9,28.99,74,75,4.12,BO,1674579180
311,nanortalik,60.1432,-45.2371,-0.98,78,100,2.42,GL,1674578994
312,tamale,9.4008,-0.8393,37.77,18,44,2.78,GH,1674579017
313,roald,62.5833,6.1333,12.08,71,75,7.72,NO,1674578829
314,sri aman,1.2376,111.4621,25.05,94,100,0.0,MY,1674579181
315,tilichiki,60.4667,166.1,-16.81,84,100,4.82,RU,1674579182
316,belaya gora,68.5333,146.4167,-31.74,97,100,1.35,RU,1674578811
317,pashiya,58.4324,58.2562,-13.81,97,100,1.99,RU,1674579183
318,liberia,6.5,-9.5,30.99,52,100,3.54,LR,1674578944
319,mae hong son,19.3003,97.9685,18.02,55,1,0.98,TH,1674579184
320,parauna,-16.9478,-50.4486,25.18,74,100,2.17,BR,1674579184
321,saint george,37.1041,-113.5841,5.14,59,0,0.45,US,1674578710
322,benjamin constant,-4.3831,-70.0311,29.07,74,75,1.54,BR,1674579185
323,xinzhi,36.4989,111.7047,-8.93,31,88,1.09,CN,1674579186
324,bud,39.447,-86.1758,4.94,79,100,2.83,US,1674579186
325,middelburg,-25.7751,29.4648,23.72,26,3,3.76,ZA,1674579187
326,byron bay,-28.65,153.6167,20.52,92,99,3.38,AU,1674579114
327,fort nelson,58.8053,-122.7002,-14.23,85,20,1.03,CA,1674578867
328,itambacuri,-18.0311,-41.685,29.94,67,93,1.69,BR,1674579188
329,bardiyah,31.7561,25.0865,15.97,66,0,4.38,LY,1674579189
330,gizo,-8.103,156.8419,26.61,80,99,3.64,SB,1674579189
331,acapulco,16.8634,-99.8901,26.9,61,0,2.06,MX,1674578967
332,broome,42.2506,-75.833,1.5,81,85,1.79,US,1674579190
333,turkmenabat,39.0733,63.5786,-5.01,86,98,1.03,TM,1674579191
334,west fargo,46.875,-96.9004,-6.1,88,100,8.23,US,1674579191
335,egvekinot,66.3167,-179.1667,-26.7,88,10,5.66,RU,1674579192
336,cabedelo,-6.9811,-34.8339,29.37,63,48,5.31,BR,1674579192
337,srednekolymsk,67.45,153.6833,-31.06,95,100,0.92,RU,1674579193
338,tarata,-17.6167,-66.0167,22.82,34,92,0.21,BO,1674579194
339,wanning,18.8003,110.3967,15.43,70,86,4.97,CN,1674579194
340,ginda,30.6945,78.4932,7.4,64,100,1.35,IN,1674579195
341,erdaojiang,41.7764,126.0319,-25.89,93,8,1.0,CN,1674579195
342,tshikapa,-6.4167,20.8,22.6,92,96,1.76,CD,1674579196
343,gambela,8.25,34.5833,31.9,20,77,0.31,ET,1674579196
344,ruteng,-8.6136,120.4721,16.9,90,96,0.67,ID,1674578827
345,hurghada,27.2574,33.8129,22.02,49,0,4.63,EG,1674579197
346,nichinan,31.6,131.3667,-1.7,64,12,6.6,JP,1674579198
347,zhigansk,66.7697,123.3711,-44.63,96,100,3.71,RU,1674578989
348,kaitangata,-46.2817,169.8464,8.67,95,37,1.35,NZ,1674578951
349,zemetchino,53.4973,42.6163,-8.67,91,10,2.45,RU,1674579199
350,bacolod,10.6667,122.95,24.14,85,14,7.56,PH,1674579129
351,muros,42.7762,-9.0603,11.72,65,4,6.94,ES,1674579199
352,namatanai,-3.6667,152.4333,25.89,82,89,2.62,PG,1674578867
353,saint anthony,45.0205,-93.218,-3.93,86,0,2.57,US,1674578887
354,kawalu,-7.3817,108.2082,22.99,94,100,0.81,ID,1674578760
355,alcaniz,41.05,-0.1333,3.15,54,42,2.62,ES,1674579200
356,ulaanbaatar,47.9077,106.8832,-30.93,69,40,0.0,MN,1674579108
357,kantang,7.4054,99.5156,24.34,85,100,1.69,TH,1674579201
358,sitka,57.0531,-135.33,6.94,76,100,5.66,US,1674579001
359,calahorra,42.3051,-1.9652,3.95,66,48,4.77,ES,1674579202
360,mahibadhoo,3.7833,72.9667,26.19,80,100,6.53,MV,1674579140
361,la mana,-0.9333,-79.2167,26.31,82,94,1.62,EC,1674579203
362,birmensdorf,47.3551,8.4426,2.6,86,100,1.54,CH,1674579204
363,salvador,13.8333,-88.9167,27.25,39,3,1.22,SV,1674579175
364,pangnirtung,66.1451,-65.7125,-24.0,77,75,2.06,CA,1674579205
365,campina verde,-19.5356,-49.4864,27.25,70,100,3.32,BR,1674579148
366,praia da vitoria,38.7333,-27.0667,17.64,88,20,7.77,PT,1674579206
367,bulalacao,12.3254,121.3435,24.7,81,57,11.81,PH,1674579207
368,west bay,19.3667,-81.4167,30.04,70,40,6.17,KY,1674579207
369,sisimiut,66.9395,-53.6735,-9.32,90,100,3.86,GL,1674578845
370,kulhudhuffushi,6.6221,73.07,24.42,85,100,2.18,MV,1674579208
371,kahului,20.8947,-156.47,22.13,88,0,2.06,US,1674579209
372,koygorodok,60.445,50.9968,-10.18,93,100,3.71,RU,1674579209
373,zalesovo,53.9939,84.7431,-9.75,94,100,5.97,RU,1674579209
374,belen,36.4891,36.2233,8.5,58,0,1.23,TR,1674579210
375,port hardy,50.6996,-127.4199,5.1,100,100,3.6,CA,1674578732
376,necochea,-38.5473,-58.7368,21.57,74,89,3.46,AR,1674579211
377,yuzhno-kurilsk,44.0306,145.8556,-8.53,82,98,13.19,RU,1674579211
378,menongue,-14.6585,17.691,19.55,87,78,1.84,AO,1674578813
379,deputatskiy,69.3,139.9,-40.68,99,82,1.83,RU,1674579034
380,puerto leguizamo,-0.1934,-74.7819,27.47,74,83,1.25,CO,1674579212
381,goderich,43.7501,-81.7165,1.62,69,100,6.17,CA,1674579212
382,krasnoselkup,65.7,82.4667,-29.39,98,61,4.34,RU,1674578817
383,zhanaozen,43.3,52.8,-2.39,36,8,3.92,KZ,1674579213
384,hamilton,39.1834,-84.5333,5.12,76,0,3.09,US,1674579140
385,coxim,-18.5067,-54.76,29.02,70,100,2.59,BR,1674579214
386,khasan,42.4308,130.6434,-18.31,58,7,10.44,RU,1674579215
387,dingle,10.9995,122.6711,23.26,87,9,6.26,PH,1674579215
388,villa union,23.2,-106.2333,22.79,75,42,1.17,MX,1674579216
389,port augusta,-32.5,137.7667,20.54,71,0,5.47,AU,1674579216
390,libreville,0.3925,9.4537,31.01,70,20,3.6,GA,1674579127
391,pierre,44.3683,-100.351,2.7,74,0,4.63,US,1674578984
392,berlevag,70.8578,29.0864,1.0,80,75,18.01,NO,1674579217
393,broken hill,-31.95,141.4333,23.2,43,1,6.41,AU,1674579217
394,betare oya,5.6,14.0833,30.26,18,79,1.46,CM,1674579218
395,puerto del rosario,28.5004,-13.8627,19.86,56,20,8.23,ES,1674578814
396,antofagasta,-23.65,-70.4,23.6,70,29,4.56,CL,1674578987
397,conceicao do araguaia,-8.2578,-49.2647,32.42,54,15,0.87,BR,1674579219
398,portland,45.5234,-122.6762,4.97,93,75,0.89,US,1674578436
399,hinton,53.4001,-117.5857,-6.09,87,82,3.16,CA,1674579219
400,kaeo,-35.1,173.7833,18.88,77,93,5.53,NZ,1674579220
401,chiredzi,-21.05,31.6667,28.01,40,91,2.71,ZW,1674579220
402,vardo,70.3705,31.1107,-2.01,80,20,10.8,NO,1674579221
403,qaqortoq,60.7167,-46.0333,-1.72,81,100,3.13,GL,1674578945
404,kirkwood,38.5834,-90.4068,5.98,71,99,1.34,US,1674579187
405,constitucion,-35.3333,-72.4167,21.18,65,53,7.43,CL,1674578755
406,aldan,58.6031,125.3894,-35.27,96,100,2.1,RU,1674579222
407,lerwick,60.1545,-1.1494,10.0,89,100,12.99,GB,1674579223
408,coquimbo,-29.9533,-71.3436,21.85,68,0,5.66,CL,1674579053
409,obo,5.3998,26.4869,28.74,18,99,2.06,CF,1674579223
410,khanpur,28.6453,70.6567,12.91,20,0,3.73,PK,1674579224
411,yulara,-25.2406,130.9889,27.63,20,99,8.13,AU,1674578821
412,chapais,49.7834,-74.8492,-14.12,85,100,5.18,CA,1674578856
413,keningau,5.3378,116.1602,21.92,99,97,0.46,MY,1674579225
414,springdale,36.1867,-94.1288,2.77,84,100,3.6,US,1674579156
415,mount isa,-20.7333,139.5,24.87,73,86,3.09,AU,1674579226
416,sampit,-2.5333,112.95,23.31,98,100,1.18,ID,1674579227
417,lufilufi,-13.8745,-171.5986,22.88,77,28,6.01,WS,1674579227
418,ixtapa,20.7,-105.2,25.13,66,80,0.89,MX,1674579228
419,luxor,25.6989,32.6421,21.03,37,0,2.06,EG,1674579228
420,tabory,58.5198,64.5495,-8.6,93,29,3.12,RU,1674579229
421,pottsville,40.6857,-76.1955,5.7,69,47,2.68,US,1674579132
422,biak,-0.9131,122.8766,24.72,82,77,1.02,ID,1674578746
423,rawson,-43.3002,-65.1023,21.16,24,20,10.8,AR,1674578755
424,conakry,9.538,-13.6773,26.54,74,48,7.52,GN,1674579114
425,esperance,-33.8667,121.9,18.99,82,35,4.96,AU,1674578768
426,high prairie,55.4334,-116.4858,-1.71,87,90,4.28,CA,1674579001
427,kruisfontein,-34.0033,24.7314,18.82,70,81,8.56,ZA,1674578833
428,tautira,-17.7333,-149.15,26.43,80,98,6.02,PF,1674579231
429,paoua,7.2427,16.4406,29.68,15,67,1.67,CF,1674579231
430,ilo,-17.6394,-71.3375,24.48,57,0,4.63,PE,1674579232
431,sinnamary,5.3833,-52.95,25.38,73,61,4.27,GF,1674579232
432,stokmarknes,68.5646,14.9108,3.98,75,75,5.66,NO,1674579233
433,along,28.1667,94.7667,11.57,66,3,0.92,IN,1674579233
434,la maddalena,41.2142,9.4083,10.03,73,100,6.84,IT,1674579234
435,moree,-29.4667,149.85,23.46,39,7,2.74,AU,1674579235
436,lensk,60.7253,114.9278,-28.32,91,100,2.26,RU,1674579235
437,darfo,45.8779,10.1812,9.18,76,99,1.35,IT,1674579040
438,urumqi,43.801,87.6005,-21.47,84,37,1.0,CN,1674579036
439,karacakoy,41.4029,28.3834,7.04,82,100,6.54,TR,1674579236
440,mozarlandia,-14.7447,-50.5706,28.58,69,55,2.37,BR,1674579237
441,marakkanam,12.2,79.95,23.83,69,62,4.58,IN,1674579237
442,bilma,18.6853,12.9164,25.44,10,10,1.91,NE,1674578745
443,neuquen,-38.9516,-68.0591,23.94,16,0,8.23,AR,1674579238
444,monrovia,6.3005,-10.7969,30.87,72,91,5.11,LR,1674579212
445,nhulunbuy,-12.2333,136.7667,27.34,89,40,2.06,AU,1674579238
446,kailua,21.4022,-157.7394,21.36,93,15,0.45,US,1674579239
447,kiunga,-6.1219,141.2906,22.82,100,100,0.32,PG,1674578838
448,douglas,41.3,-96.167,2.03,87,100,4.12,US,1674578789
449,lunglei,22.8833,92.7333,12.06,56,17,1.53,IN,1674579240
450,iranshahr,27.2025,60.6848,11.19,17,0,2.06,IR,1674578936
451,kuryk,43.2,51.65,0.26,33,19,3.21,KZ,1674579240
452,alekseyevskaya,50.2896,42.1845,-8.14,91,78,1.66,RU,1674579241
453,kasempa,-13.4584,25.8338,18.73,91,99,2.98,ZM,1674579241
454,seguin,29.5688,-97.9647,11.31,96,99,2.68,US,1674579242
455,belturbet,54.1,-7.45,8.85,98,100,2.3,IE,1674578997
456,carauari,-4.8828,-66.8958,28.33,77,91,1.04,BR,1674579243
457,sale,34.0389,-6.8166,13.75,62,40,3.6,MA,1674579244
458,amherst,41.3978,-82.2224,2.4,79,75,3.6,US,1674579050
459,wajima,37.4,136.9,-4.29,79,100,12.98,JP,1674579244
460,santa rosa,14.3122,121.1114,26.72,78,96,7.67,PH,1674579037
461,lavrentiya,65.5833,-171.0,-26.04,96,33,5.1,RU,1674579245
462,youghal,51.95,-7.8506,9.56,100,97,2.87,IE,1674579246
463,guerrero negro,27.9769,-114.0611,13.23,33,20,1.31,MX,1674578757
464,ochsenfurt,49.6643,10.0623,2.94,95,87,3.23,DE,1674578964
465,omboue,-1.5746,9.2618,26.91,78,99,2.78,GA,1674579247
466,lata,40.1629,-8.3327,11.62,60,1,2.31,PT,1674579248
467,aklavik,68.2191,-135.0107,-22.0,84,100,1.54,CA,1674578859
468,ekibastuz,51.6667,75.3667,-14.7,93,54,5.73,KZ,1674579249
469,mayo,38.8876,-76.5119,8.95,50,0,3.6,US,1674579249
470,coos bay,43.3665,-124.2179,3.29,100,0,2.06,US,1674579250
471,tocopilla,-22.092,-70.1979,24.14,73,94,3.63,CL,1674579252
472,harper,4.375,-7.7169,28.5,70,88,4.58,LR,1674578888
473,nelson bay,-32.7167,152.15,22.78,97,14,3.58,AU,1674579253
474,ajaccio,42.0,8.9167,5.03,76,93,2.57,FR,1674579253
475,makat,47.6469,53.3463,-5.15,68,40,3.87,KZ,1674579254
476,manokwari,-0.8667,134.0833,25.37,81,100,1.54,ID,1674579254
477,port lincoln,-34.7333,135.8667,15.46,85,4,2.77,AU,1674579000
478,barreirinhas,-2.7469,-42.8264,28.85,65,60,4.07,BR,1674579255
479,maniitsoq,65.4167,-52.9,-6.3,93,100,1.34,GL,1674579256
480,banepa,27.6298,85.5214,10.18,71,20,2.06,NP,1674578843
481,dawlatabad,36.4141,64.9053,-4.37,86,80,0.33,AF,1674579256
482,avera,33.194,-82.5271,10.31,50,0,2.9,US,1674578729
483,mata de platano,14.6,-87.2833,24.29,45,14,2.5,HN,1674579257
484,asyut,27.181,31.1837,19.1,37,0,4.72,EG,1674579258
485,bayeux,-7.125,-34.9322,29.35,61,75,5.66,BR,1674579153
486,mandali,33.7499,45.5541,13.86,43,0,1.26,IQ,1674579259
487,ankara,39.9199,32.8543,7.89,55,60,0.62,TR,1674579185
488,xining,36.6167,101.7667,-7.46,14,15,1.04,CN,1674578863
489,santa isabel do rio negro,-0.4139,-65.0192,32.3,45,96,1.92,BR,1674579260
490,ornskoldsvik,63.2909,18.7153,-2.47,100,100,1.03,SE,1674578875
491,petawawa,45.9001,-77.3328,-0.23,80,100,4.12,CA,1674578992
492,arnstadt,50.8333,10.95,0.74,93,75,2.06,DE,1674578815
493,mulanje,-16.0316,35.5,21.32,84,99,1.88,MW,1674579261
494,hutchinson,38.0608,-97.9298,0.41,90,75,1.54,US,1674579065
495,bogatyr,53.4298,49.9455,-10.73,73,0,3.0,RU,1674579262
496,caconda,-13.7333,15.0667,17.81,82,63,3.18,AO,1674579262
497,biryusinsk,55.9634,97.8235,-13.27,97,100,1.58,RU,1674579263
498,karlskoga,59.3267,14.5239,3.62,98,100,5.13,SE,1674579045
499,ambulu,-8.345,113.6058,24.54,90,96,1.17,ID,1674579264
500,asmar,35.0333,71.3581,5.52,76,74,0.41,AF,1674579264
501,los llanos de aridane,28.6585,-17.9182,17.86,71,75,6.71,ES,1674578736
502,north bend,43.4065,-124.2243,3.25,100,0,2.06,US,1674579265
503,dumas,35.8656,-101.9732,-0.77,93,75,0.0,US,1674579266
504,belmonte,-15.8631,-38.8828,29.37,67,82,5.5,BR,1674578800
505,kidal,18.4411,1.4078,31.33,9,0,1.15,ML,1674579199
506,sekoma,-24.4,23.8833,31.7,23,29,4.51,BW,1674579267
507,ulladulla,-35.35,150.4667,19.07,90,94,0.43,AU,1674579267
508,piedras negras,28.7,-100.5167,12.93,95,75,4.12,MX,1674579244
509,presidencia roque saenz pena,-26.7852,-60.4388,40.17,19,0,4.92,AR,1674579268
510,sidrolandia,-20.9319,-54.9614,30.32,55,100,1.81,BR,1674579268
511,warri,5.5167,5.75,31.07,57,63,5.54,NG,1674579269
512,hervey bay,-25.2986,152.8535,23.51,80,14,1.23,AU,1674579269
513,bonavista,48.6499,-53.1147,4.15,89,100,11.61,CA,1674579270
514,batticaloa,7.7102,81.6924,24.58,75,35,3.7,LK,1674579270
515,ayan,56.45,138.1667,-28.16,78,100,4.07,RU,1674578791
516,celestun,20.8667,-90.4,27.66,62,11,3.6,MX,1674579271
517,djibo,14.1022,-1.6306,35.47,10,6,2.55,BF,1674579272
518,comodoro rivadavia,-45.8667,-67.5,20.92,19,0,13.89,AR,1674578738
519,zlobin,45.2924,14.6541,3.61,66,75,4.12,HR,1674579272
520,tongchuan,35.0806,109.0897,-8.63,21,0,0.76,CN,1674579274
521,blagodatnoye,45.3997,42.5867,-0.49,74,4,7.15,RU,1674579275
522,manaus,-3.1019,-60.025,29.28,94,75,4.12,BR,1674579276
523,hot springs,34.5037,-93.0552,5.1,77,100,3.09,US,1674579048
524,haradok,55.4624,29.9816,-5.51,94,100,2.16,BY,1674579276
525,veraval,20.9,70.3667,18.03,40,0,6.42,IN,1674579277
526,raudeberg,61.9875,5.1352,9.98,40,100,14.5,NO,1674579278
527,manavalakurichi,8.1333,77.3,24.74,81,99,3.32,IN,1674579278
528,port hawkesbury,45.6169,-61.3485,-0.23,89,100,10.28,CA,1674579279
529,sept-iles,50.2001,-66.3821,-4.41,73,100,4.47,CA,1674579062
530,verkhnyaya inta,65.9811,60.3094,-9.16,82,86,10.13,RU,1674579279
531,koungou,-12.7336,45.2042,27.84,83,0,10.29,YT,1674579280
532,marawi,7.9986,124.2928,20.05,96,100,1.38,PH,1674579280
533,sao filipe,14.8961,-24.4956,21.41,67,78,1.2,CV,1674578789
534,eenhana,-17.4667,16.3333,25.44,56,84,1.28,,1674579281
535,barra patuca,15.8,-84.2833,26.63,78,68,5.33,HN,1674578779
536,naze,28.3667,129.4833,6.51,79,100,11.66,JP,1674579282
537,flinders,-34.5833,150.8552,17.88,90,74,0.89,AU,1674579178
538,monaragala,6.8714,81.3487,20.97,90,54,2.45,LK,1674579283
539,banjarmasin,-3.3244,114.591,24.08,94,100,1.07,ID,1674579283
540,zonguldak,41.25,31.8333,4.16,86,94,1.11,TR,1674579284
541,bakel,14.905,-12.4568,35.95,10,4,1.84,SN,1674579284
542,cassilandia,-19.1133,-51.7342,26.6,70,99,3.71,BR,1674579284
543,grimshaw,56.1834,-117.6027,-0.21,69,75,5.14,CA,1674579285
544,dwarka,22.2394,68.9678,19.06,41,4,5.45,IN,1674579286
545,isangel,-19.55,169.2667,26.38,88,46,1.74,VU,1674578742
546,kolpashevo,58.3131,82.9089,-32.32,100,12,1.94,RU,1674579286
547,dongying,37.4564,118.4856,-10.87,14,0,2.7,CN,1674579287
548,clovis,36.8252,-119.7029,9.81,80,0,0.36,US,1674579287
549,terre haute,39.4667,-87.4139,4.07,77,0,2.06,US,1674579040
550,roebourne,-20.7833,117.1333,29.07,67,37,1.73,AU,1674579288
551,cabo san lucas,22.8909,-109.9124,20.84,55,98,4.79,MX,1674578880
552,lisakovsk,52.5369,62.4936,-16.86,96,13,3.34,KZ,1674579289
553,bambanglipuro,-7.95,110.2833,25.34,87,100,3.15,ID,1674579290
554,huarmey,-10.0681,-78.1522,24.14,71,61,4.47,PE,1674579290
555,batsfjord,70.6345,29.7185,0.96,80,75,16.46,NO,1674579291
556,passo de camaragibe,-9.2368,-35.4901,31.75,55,15,4.68,BR,1674579291
557,nijar,36.9665,-2.206,8.14,57,75,5.14,ES,1674579292
558,camacha,33.0833,-16.3333,15.68,63,40,5.14,PT,1674578941
559,gwadar,25.1216,62.3254,15.93,29,0,8.38,PK,1674579292
560,marovoay,-16.1,46.6333,24.78,91,100,6.59,MG,1674579293
561,muroto,33.2833,134.15,0.98,69,37,13.13,JP,1674579293
562,guapo,-16.8306,-49.5319,27.21,84,100,1.7,BR,1674579294
563,kangasala,61.4638,24.076,0.55,100,100,3.76,FI,1674579294
564,wufeng,27.45,104.8333,-2.16,79,80,0.74,CN,1674579295
565,chimbarongo,-34.7,-71.05,24.49,19,0,3.28,CL,1674579296
566,nieuw amsterdam,5.8833,-55.0833,27.3,78,40,4.12,SR,1674579297
